country_code,shop_id,date,rating_star,follower_count,item_count,response_rate,response_time,rating_good,rating_normal,rating_bad,cancellation_rate,vacation,rating_total,following_count,shop_name,is_official_shop,is_shopee_verified,is_preferred_plus_seller,source_file,source_row,path_country_code,path_dataset,path_shop_id,rating_star_num,follower_count_num,item_count_num,response_rate_num,response_time_num,rating_good_num,rating_normal_num,rating_bad_num,cancellation_rate_num,rating_total_num,following_count_num,vacation_bool,is_official_shop_bool,is_shopee_verified_bool,is_preferred_plus_seller_bool
id,809769142,2026-07-14,4.88,5604632,234,100,19,8337880,96414,20123,0,false,8454417,7,Glad2Glow Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=809769142/shop_stats.csv,15,id,shop_stats,809769142,4.88,5604632.0,234.0,100.0,19.0,8337880.0,96414.0,20123.0,0.0,8454417.0,7.0,False,True,False,False
id,809769142,2026-07-16,4.88,5609122,232,100,18,8359663,96638,20166,0,false,8476467,7,Glad2Glow Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=809769142/shop_stats.csv,16,id,shop_stats,809769142,4.88,5609122.0,232.0,100.0,18.0,8359663.0,96638.0,20166.0,0.0,8476467.0,7.0,False,True,False,False
id,809769142,2026-07-17,4.88,5611681,232,100,17,8370158,96740,20180,0,false,8487078,7,Glad2Glow Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=809769142/shop_stats.csv,17,id,shop_stats,809769142,4.88,5611681.0,232.0,100.0,17.0,8370158.0,96740.0,20180.0,0.0,8487078.0,7.0,False,True,False,False
id,809769142,2026-07-19,4.88,5616768,234,100,16,8389241,96934,20212,0,false,8506387,7,Glad2Glow Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=809769142/shop_stats.csv,18,id,shop_stats,809769142,4.88,5616768.0,234.0,100.0,16.0,8389241.0,96934.0,20212.0,0.0,8506387.0,7.0,False,True,False,False
id,809769142,2026-07-20,4.88,5619074,234,100,16,8398231,97025,20222,0,false,8515478,7,Glad2Glow Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=809769142/shop_stats.csv,19,id,shop_stats,809769142,4.88,5619074.0,234.0,100.0,16.0,8398231.0,97025.0,20222.0,0.0,8515478.0,7.0,False,True,False,False
id,809769142,2026-07-15,4.88,5606654,234,100,19,8348482,96516,20140,0,false,8465138,7,Glad2Glow Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=809769142/shop_stats.csv,20,id,shop_stats,809769142,4.88,5606654.0,234.0,100.0,19.0,8348482.0,96516.0,20140.0,0.0,8465138.0,7.0,False,True,False,False
id,809769142,2026-07-21,4.88,5621254,231,100,16,8407124,97120,20238,0,false,8524482,7,Glad2Glow Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=809769142/shop_stats.csv,21,id,shop_stats,809769142,4.88,5621254.0,231.0,100.0,16.0,8407124.0,97120.0,20238.0,0.0,8524482.0,7.0,False,True,False,False
id,859233628,2026-07-01,4.81,10921,10,100,5340,19853,593,134,0,false,20580,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,2,id,shop_stats,859233628,4.81,10921.0,10.0,100.0,5340.0,19853.0,593.0,134.0,0.0,20580.0,0.0,False,True,False,False
id,859233628,2026-07-05,4.81,10947,10,100,4976,19916,594,134,0,false,20644,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,3,id,shop_stats,859233628,4.81,10947.0,10.0,100.0,4976.0,19916.0,594.0,134.0,0.0,20644.0,0.0,False,True,False,False
id,859233628,2026-07-04,4.81,10939,10,100,5018,19881,594,134,0,false,20609,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,4,id,shop_stats,859233628,4.81,10939.0,10.0,100.0,5018.0,19881.0,594.0,134.0,0.0,20609.0,0.0,False,True,False,False
id,859233628,2026-07-03,4.81,10933,10,100,5076,19853,593,134,0,false,20580,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,5,id,shop_stats,859233628,4.81,10933.0,10.0,100.0,5076.0,19853.0,593.0,134.0,0.0,20580.0,0.0,False,True,False,False
id,859233628,2026-07-02,4.81,10928,10,100,5142,19853,593,134,0,false,20580,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,6,id,shop_stats,859233628,4.81,10928.0,10.0,100.0,5142.0,19853.0,593.0,134.0,0.0,20580.0,0.0,False,True,False,False
id,859233628,2026-07-07,4.81,10959,10,99,4401,19950,596,134,0,false,20680,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,7,id,shop_stats,859233628,4.81,10959.0,10.0,99.0,4401.0,19950.0,596.0,134.0,0.0,20680.0,0.0,False,True,False,False
id,859233628,2026-07-06,4.81,10947,10,99,5077,19926,595,134,0,false,20655,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,8,id,shop_stats,859233628,4.81,10947.0,10.0,99.0,5077.0,19926.0,595.0,134.0,0.0,20655.0,0.0,False,True,False,False
id,859233628,2026-07-09,4.81,10971,10,99,4346,20005,598,134,0,false,20737,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,9,id,shop_stats,859233628,4.81,10971.0,10.0,99.0,4346.0,20005.0,598.0,134.0,0.0,20737.0,0.0,False,True,False,False
id,859233628,2026-07-08,4.81,10966,10,99,4482,19979,597,134,0,false,20710,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,10,id,shop_stats,859233628,4.81,10966.0,10.0,99.0,4482.0,19979.0,597.0,134.0,0.0,20710.0,0.0,False,True,False,False
id,859233628,2026-07-11,4.81,10983,10,99,4676,20079,599,134,0,false,20812,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,11,id,shop_stats,859233628,4.81,10983.0,10.0,99.0,4676.0,20079.0,599.0,134.0,0.0,20812.0,0.0,False,True,False,False
id,859233628,2026-07-10,4.81,10973,10,99,4644,20023,599,134,0,false,20756,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,12,id,shop_stats,859233628,4.81,10973.0,10.0,99.0,4644.0,20023.0,599.0,134.0,0.0,20756.0,0.0,False,True,False,False
id,859233628,2026-07-13,4.81,11005,10,98,4796,20126,602,134,0,false,20862,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,13,id,shop_stats,859233628,4.81,11005.0,10.0,98.0,4796.0,20126.0,602.0,134.0,0.0,20862.0,0.0,False,True,False,False
id,859233628,2026-07-14,4.81,11015,10,98,4708,20144,603,134,0,false,20881,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,14,id,shop_stats,859233628,4.81,11015.0,10.0,98.0,4708.0,20144.0,603.0,134.0,0.0,20881.0,0.0,False,True,False,False
id,859233628,2026-07-16,4.81,11034,10,98,4532,20187,603,134,0,false,20924,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,15,id,shop_stats,859233628,4.81,11034.0,10.0,98.0,4532.0,20187.0,603.0,134.0,0.0,20924.0,0.0,False,True,False,False
id,859233628,2026-07-15,4.81,11025,10,98,4650,20165,603,134,0,false,20902,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,16,id,shop_stats,859233628,4.81,11025.0,10.0,98.0,4650.0,20165.0,603.0,134.0,0.0,20902.0,0.0,False,True,False,False
id,859233628,2026-07-19,4.81,11065,10,98,3910,20285,606,134,0,false,21025,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,17,id,shop_stats,859233628,4.81,11065.0,10.0,98.0,3910.0,20285.0,606.0,134.0,0.0,21025.0,0.0,False,True,False,False
id,859233628,2026-07-18,4.81,11054,10,98,4396,20244,605,134,0,false,20983,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,18,id,shop_stats,859233628,4.81,11054.0,10.0,98.0,4396.0,20244.0,605.0,134.0,0.0,20983.0,0.0,False,True,False,False
id,859233628,2026-07-21,4.81,11086,10,98,3755,20342,607,134,0,false,21083,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,19,id,shop_stats,859233628,4.81,11086.0,10.0,98.0,3755.0,20342.0,607.0,134.0,0.0,21083.0,0.0,False,True,False,False
id,859233628,2026-07-20,4.81,11078,10,98,3702,20318,607,134,0,false,21059,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,20,id,shop_stats,859233628,4.81,11078.0,10.0,98.0,3702.0,20318.0,607.0,134.0,0.0,21059.0,0.0,False,True,False,False
id,859233628,2026-07-17,4.81,11046,10,98,4396,20228,603,134,0,false,20965,0,He-Ji Official Store,true,false,false,data/raw_extended/country_code=id/dataset=shop_stats/shop_id=859233628/shop_stats.csv,21,id,shop_stats,859233628,4.81,11046.0,10.0,98.0,4396.0,20228.0,603.0,134.0,0.0,20965.0,0.0,False,True,False,False
vn,108166524,2026-07-02,4.92,476692,1753,100,973,821759,8814,6621,0,false,837194,6,Nestlé Chính hãng,true,false,false,data/raw_extended/country_code=vn/dataset=shop_stats/shop_id=108166524/shop_stats.csv,2,vn,shop_stats,108166524,4.92,476692.0,1753.0,100.0,973.0,821759.0,8814.0,6621.0,0.0,837194.0,6.0,False,True,False,False
