country_code,shop_id,shop_category_id,display_name,total,is_parent_category,is_sub_category,parent_shop_category_id,image,category_type,date,source_file,source_row,path_country_code,path_dataset,path_shop_id,shop_category_id_num,total_num,parent_shop_category_id_num,category_type_num,is_parent_category_bool,is_sub_category_bool
id,809769142,257838434,Moisturizer,12,false,true,257838433,id-11134207-81ztf-mqwppjmlwpvkbb,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,19,id,category_list,809769142,257838434.0,12.0,257838433.0,1.0,False,True
id,809769142,257838603,🎁Skincare Bundle,22,false,true,257838433,id-11134207-7rbk7-ma9a4kqjxxmt06,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,20,id,category_list,809769142,257838603.0,22.0,257838433.0,1.0,False,True
id,809769142,257838433,SKINCARE,75,true,false,,mms@id-11134204-7rbk3-m94gyq7vkxldf9,9,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,21,id,category_list,809769142,257838433.0,75.0,,9.0,True,False
id,809769142,257838398,✨BEST SELLING,26,true,false,,id-11134207-81ztf-mqwppjmlwpvkbb,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,22,id,category_list,809769142,257838398.0,26.0,,1.0,True,False
id,809769142,270440245,TONE UP BRIGHTENING BODY SERUM,1,false,true,258831358,id-11134207-822wj-mpisresymjuo3b,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,23,id,category_list,809769142,270440245.0,1.0,258831358.0,1.0,False,True
id,809769142,270321805,PDRN BRIGHTENING SERUM,1,false,true,258831358,id-11134207-81ztn-mqwpyq6l2k9136,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,24,id,category_list,809769142,270321805.0,1.0,258831358.0,1.0,False,True
id,809769142,264958058,PDRN BRIGHTENING MOISTURIZER,1,false,true,258831358,id-11134207-81zte-mqwpyq6l15ol7e,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,25,id,category_list,809769142,264958058.0,1.0,258831358.0,1.0,False,True
id,809769142,271131649,AIRBRUSH SETTING SPRAY,1,false,true,258831358,id-11134207-81ztj-mqwolxfpadj85f,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,26,id,category_list,809769142,271131649.0,1.0,258831358.0,1.0,False,True
id,809769142,271501514,GLOWY TINT LIP BALM,1,false,true,258831358,id-11134207-81zto-mq2p56re603l34,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,27,id,category_list,809769142,271501514.0,1.0,258831358.0,1.0,False,True
id,809769142,272855576,ALL DAY GLOW SPRAY,2,false,true,258831358,id-11134207-81ztc-mqlmst6sc9oh10,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,28,id,category_list,809769142,272855576.0,2.0,258831358.0,1.0,False,True
