product_listing_key,country_code,shop_id,item_id,previous_date,date,days_since_previous,transition_metric_eligible,price_change,price_change_percent,discount_point_change,monthly_sold_delta,history_sold_delta_raw,history_sold_decrease_flag,snapshot_sales_delta_clean,rating_change,new_rating_count,like_delta,previous_has_structured_voucher,has_structured_voucher,stock_status,source_file,source_row
id:1112776376:24422151156,id,1112776376,24422151156,2026-07-20,2026-07-21,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,885
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-01,2026-07-02,1,True,1000.0,3.236245954692557,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,4
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-02,2026-07-03,1,True,3000.0,9.404388714733543,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,66
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-03,2026-07-04,1,True,-3000.0,-8.595988538681949,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,239
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-04,2026-07-05,1,True,3000.0,9.404388714733543,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,123
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-05,2026-07-06,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,171
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-06,2026-07-07,1,True,-4000.0,-11.461318051575931,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,212
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-07,2026-07-08,1,True,4000.0,12.944983818770227,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,356
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-08,2026-07-09,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,784
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-09,2026-07-10,1,True,-3000.0,-8.595988538681949,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,410
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-10,2026-07-11,1,True,3000.0,9.404388714733543,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,445
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-11,2026-07-13,2,False,,,,,,False,,,,,False,False,not_comparable_snapshot_gap,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,507
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-13,2026-07-14,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,558
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-14,2026-07-15,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,613
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-15,2026-07-16,1,True,-3000.0,-8.595988538681949,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,689
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-16,2026-07-17,1,True,3000.0,9.404388714733543,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,742
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-17,2026-07-18,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,835
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-18,2026-07-19,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,998
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-19,2026-07-20,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,944
id:1112776376:25190984781,id,1112776376,25190984781,2026-07-20,2026-07-21,1,True,-4000.0,-11.461318051575931,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,881
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-01,2026-07-02,1,True,2000.0,5.277044854881266,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,28
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-02,2026-07-03,1,True,-4000.0,-10.025062656641603,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,65
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-03,2026-07-04,1,True,4000.0,11.142061281337048,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,267
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-04,2026-07-05,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,137
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-05,2026-07-06,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,184
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-06,2026-07-07,1,True,-2000.0,-5.012531328320802,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,234
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-07,2026-07-08,1,True,2000.0,5.277044854881266,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,379
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-08,2026-07-09,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,812
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-09,2026-07-10,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,431
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-10,2026-07-11,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,461
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-11,2026-07-13,2,False,,,,,,False,,,,,False,False,not_comparable_snapshot_gap,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,530
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-13,2026-07-14,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,589
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-14,2026-07-15,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,642
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-15,2026-07-16,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,679
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-16,2026-07-17,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,768
