shop_id,shop_category_id,display_name,total,is_parent_category,is_sub_category,parent_shop_category_id,image,category_type,country_code,date
1546895026,264220705,COMBO TẾT,3,True,False,,mms@vn-11134204-820l4-mjze1342rrwj70,1,vn,2026-07-02
1546895026,258960677,Tất cả sản phẩm,58,True,False,,mms@vn-11134204-7ras8-mbet9qckb3ko55,1,vn,2026-07-02
1546895026,258960633,Skittles,8,True,False,,mms@vn-11134204-7ras8-mbet9qck9p0889,1,vn,2026-07-02
1546895026,258960614,Double Mint,8,True,False,,mms@vn-11134204-7ras8-mbet9qck8afs6e,1,vn,2026-07-02
1546895026,258960486,M&M'S,13,True,False,,mms@vn-11134204-7ras8-mbet9qck6vvc31,1,vn,2026-07-02
1546895026,258960406,Snickers,12,True,False,,mms@vn-11134204-7ras8-mbet9qck5haw30,1,vn,2026-07-02
1546895026,258960141,Cool Air,18,True,False,,mms@vn-11134204-7ras8-mbet9qck42qgc4,1,vn,2026-07-02
1546895026,264220705,COMBO TẾT,3,True,False,,mms@vn-11134204-820l4-mjze1342rrwj70,1,vn,2026-07-03
1546895026,258960677,Tất cả sản phẩm,58,True,False,,mms@vn-11134204-7ras8-mbet9qckb3ko55,1,vn,2026-07-03
1546895026,258960633,Skittles,8,True,False,,mms@vn-11134204-7ras8-mbet9qck9p0889,1,vn,2026-07-03
1546895026,258960614,Double Mint,8,True,False,,mms@vn-11134204-7ras8-mbet9qck8afs6e,1,vn,2026-07-03
1546895026,258960486,M&M'S,13,True,False,,mms@vn-11134204-7ras8-mbet9qck6vvc31,1,vn,2026-07-03
1546895026,258960406,Snickers,12,True,False,,mms@vn-11134204-7ras8-mbet9qck5haw30,1,vn,2026-07-03
1546895026,258960141,Cool Air,18,True,False,,mms@vn-11134204-7ras8-mbet9qck42qgc4,1,vn,2026-07-03
