shop_id,shop_category_id,display_name,total,is_parent_category,is_sub_category,parent_shop_category_id,image,category_type,country_code,date
438905996,259073235,🔥MUA 1 TẶNG 1,15,True,False,,vn-11134207-81ztc-mq1n9mnb81e5e6,1,vn,2026-07-01
438905996,261231578,🔥  Bán chạy nhất,21,True,False,,vn-11134207-81ztc-mq1of3ir514x27,1,vn,2026-07-01
438905996,261231598,Box độc quyền,2,True,False,,vn-11134207-81ztc-mq1nip3l87bj06,1,vn,2026-07-01
438905996,259602442,Karo – Bánh tươi năng lượng,36,True,False,,vn-11134207-81ztc-mq1qjaz9dg5r5c,1,vn,2026-07-01
438905996,248774243,Kenju- Ngon có gu,21,True,False,,mms@vn-11134204-7r98o-lp9d8ep1aixa64,1,vn,2026-07-01
438905996,155134021,Fe’sta – Bánh tươi ăn vặt,7,True,False,,mms@vn-11134204-7r98o-lx7rwtuczq3d61,1,vn,2026-07-01
438905996,155133913,Yến mạch – Healthy mỗi ngày,16,True,False,,mms@vn-11134204-7qukw-lgn2gn1xfoxf48,1,vn,2026-07-01
438905996,258004532,Pepie – Bánh mềm phủ socola,4,True,False,,vn-11134207-81ztc-mq1rqlvi00ej6c,1,vn,2026-07-01
438905996,248421348,"Jinju – Bánh gạo giòn, ngon",7,True,False,,mms@vn-11134204-81ztc-mnfh1uy97ocjcb,1,vn,2026-07-01
438905996,158671238,🔥 Combo mix vị siêu lời,15,True,False,,mms@vn-11134204-7qukw-lgn2gn1xh3hvc4,1,vn,2026-07-01
438905996,243520852,Bánh kẹo sỉ,13,True,False,,mms@vn-11134204-7qukw-lgn2gn1xjwmr92,1,vn,2026-07-01
438905996,259073235,🔥MUA 1 TẶNG 1,14,True,False,,vn-11134207-81ztc-mq1n9mnb81e5e6,1,vn,2026-07-02
438905996,261231578,🔥  Bán chạy nhất,21,True,False,,vn-11134207-81ztc-mq1of3ir514x27,1,vn,2026-07-02
438905996,261231598,Box độc quyền,2,True,False,,vn-11134207-81ztc-mq1nip3l87bj06,1,vn,2026-07-02
438905996,259602442,Karo – Bánh tươi năng lượng,36,True,False,,vn-11134207-81ztc-mq1qjaz9dg5r5c,1,vn,2026-07-02
438905996,248774243,Kenju- Ngon có gu,21,True,False,,mms@vn-11134204-7r98o-lp9d8ep1aixa64,1,vn,2026-07-02
438905996,155134021,Fe’sta – Bánh tươi ăn vặt,7,True,False,,mms@vn-11134204-7r98o-lx7rwtuczq3d61,1,vn,2026-07-02
438905996,155133913,Yến mạch – Healthy mỗi ngày,16,True,False,,mms@vn-11134204-7qukw-lgn2gn1xfoxf48,1,vn,2026-07-02
438905996,258004532,Pepie – Bánh mềm phủ socola,4,True,False,,vn-11134207-81ztc-mq1rqlvi00ej6c,1,vn,2026-07-02
438905996,248421348,"Jinju – Bánh gạo giòn, ngon",7,True,False,,mms@vn-11134204-81ztc-mnfh1uy97ocjcb,1,vn,2026-07-02
438905996,158671238,🔥 Combo mix vị siêu lời,15,True,False,,mms@vn-11134204-7qukw-lgn2gn1xh3hvc4,1,vn,2026-07-02
438905996,243520852,Bánh kẹo sỉ,13,True,False,,mms@vn-11134204-7qukw-lgn2gn1xjwmr92,1,vn,2026-07-02
438905996,259073235,🔥MUA 1 TẶNG 1,14,True,False,,vn-11134207-81ztc-mq1n9mnb81e5e6,1,vn,2026-07-03
438905996,261231578,🔥  Bán chạy nhất,21,True,False,,vn-11134207-81ztc-mq1of3ir514x27,1,vn,2026-07-03
438905996,261231598,Box độc quyền,2,True,False,,vn-11134207-81ztc-mq1nip3l87bj06,1,vn,2026-07-03
438905996,259602442,Karo – Bánh tươi năng lượng,36,True,False,,vn-11134207-81ztc-mq1qjaz9dg5r5c,1,vn,2026-07-03
438905996,248774243,Kenju- Ngon có gu,21,True,False,,mms@vn-11134204-7r98o-lp9d8ep1aixa64,1,vn,2026-07-03
438905996,155134021,Fe’sta – Bánh tươi ăn vặt,7,True,False,,mms@vn-11134204-7r98o-lx7rwtuczq3d61,1,vn,2026-07-03
438905996,155133913,Yến mạch – Healthy mỗi ngày,16,True,False,,mms@vn-11134204-7qukw-lgn2gn1xfoxf48,1,vn,2026-07-03
438905996,258004532,Pepie – Bánh mềm phủ socola,4,True,False,,vn-11134207-81ztc-mq1rqlvi00ej6c,1,vn,2026-07-03
438905996,248421348,"Jinju – Bánh gạo giòn, ngon",7,True,False,,mms@vn-11134204-81ztc-mnfh1uy97ocjcb,1,vn,2026-07-03
438905996,158671238,🔥 Combo mix vị siêu lời,14,True,False,,mms@vn-11134204-7qukw-lgn2gn1xh3hvc4,1,vn,2026-07-03
438905996,243520852,Bánh kẹo sỉ,13,True,False,,mms@vn-11134204-7qukw-lgn2gn1xjwmr92,1,vn,2026-07-03
