"country_code","shop_id","item_id","date","price","price_original","price_before_promo","discount_percent","history_sold","monthly_sold","liked_count","rating","rating_count","unit_sold"
vn,"438905996","25950531610",2026-07-21,400000,500000,400000,20,202,11,57,4.72,43,0
vn,"438905996","22636113353",2026-07-21,151000,250000,151000,40,4000,70,326,4.91,1224,0
vn,"438905996","24002925688",2026-07-21,120000,150000,120000,20,223,5,17,4.75,32,0
vn,"438905996","42782675743",2026-07-21,500000,500000,500000,,,,1,0.00,0,0
vn,"438905996","52163509694",2026-07-21,97000,150000,97000,35,1,1,0,5.00,1,0
vn,"438905996","48961223310",2026-07-21,100000,150000,100000,33,9,3,10,0.00,0,0
vn,"438905996","44007597771",2026-07-21,90000,120000,90000,25,16,7,5,5.00,1,0
vn,"438905996","57701686736",2026-07-21,148000,200000,148000,26,10,2,3,5.00,2,0
vn,"438905996","56210343716",2026-07-21,215000,220000,215000,2,902,899,7,0.00,0,0
vn,"438905996","43852307558",2026-07-21,460000,460000,460000,,2,2,1,5.00,1,0
vn,"438905996","47161022997",2026-07-21,190000,250000,190000,24,4,2,1,0.00,0,0
vn,"438905996","51410286188",2026-07-21,312000,315000,312000,1,5,3,3,0.00,0,0
vn,"438905996","49660842718",2026-07-21,62000,70000,62000,11,8,5,3,0.00,0,0
id,"1112776376","55060846998",2026-07-21,38900,79000,38900,51,10000,1000,2654,4.92,5895,0
vn,"438905996","43600566645",2026-07-21,90000,105000,90000,14,37,12,3,5.00,5,0
vn,"438905996","45761496603",2026-07-21,65000,65000,65000,,18,8,2,5.00,6,0
id,"1112776376","25666019829",2026-07-21,36900,76000,36900,51,10000,1000,32203,4.86,116646,0
id,"1112776376","26529379083",2026-07-21,230800,230800,230800,,4000,644,385,4.92,851,0
id,"1112776376","52357366975",2026-07-21,193399,431000,193399,55,6000,1000,1001,4.91,2131,0
id,"1112776376","54410896800",2026-07-21,112700,248000,112700,55,673,464,225,4.93,227,0
id,"1112776376","57913234845",2026-07-21,161600,377000,161600,57,72,70,69,4.83,29,0
id,"1112776376","44813262708",2026-07-21,122600,289000,122600,58,72,69,93,4.90,29,0
id,"1112776376","49150942512",2026-07-21,102700,189000,102700,46,2000,466,564,4.89,787,0
id,"1112776376","46406352766",2026-07-21,112600,244080,112600,54,4000,1000,648,4.90,1426,0
id,"1112776376","57153552258",2026-07-21,134500,298050,134500,55,4000,1000,1135,4.90,1506,0
id,"1112776376","57363242414",2026-07-21,84700,204000,84700,58,217,207,113,4.94,80,0
id,"1112776376","24122148904",2026-07-21,74900,152000,74900,51,10000,1000,858,4.93,3223,0
id,"1112776376","51202128731",2026-07-21,94600,201500,94600,53,6000,1000,1817,4.90,2383,0
id,"1112776376","41126782175",2026-07-21,127500,271500,127500,53,8000,1000,2167,4.90,3182,0
id,"1112776376","26529374700",2026-07-21,74900,149600,74900,50,10000,1000,2259,4.89,8728,0
id,"1112776376","43350865998",2026-07-21,68900,175780,68900,61,10000,1000,2558,4.90,9130,0
id,"1112776376","51052124106",2026-07-21,203300,443000,203300,54,9000,1000,1907,4.92,3269,0
id,"1112776376","44357287683",2026-07-21,91578,187000,91578,51,8000,1000,587,4.93,1371,0
id,"1112776376","56552128292",2026-07-21,38800,76000,38800,49,10000,1000,3740,4.91,14372,0
id,"1112776376","45603015792",2026-07-21,38800,76000,38800,49,10000,1000,1388,4.91,3738,0
id,"1112776376","28360413045",2026-07-21,38901,70000,38901,44,10000,1000,28445,4.89,81926,0
id,"1112776376","24422151156",2026-07-21,74900,152000,74900,51,10000,1000,4603,4.92,24691,0
id,"1112776376","46456356622",2026-07-21,63800,138500,63800,54,10000,1000,1847,4.92,3876,0
id,"1112776376","50052128213",2026-07-21,38800,76000,38800,49,10000,1000,2001,4.90,6092,0
id,"1112776376","28581613018",2026-07-21,28901,68000,28901,57,10000,1000,64831,4.88,138373,0
id,"1112776376","44250862508",2026-07-21,91578,187000,91578,51,10000,1000,5282,4.92,20504,0
id,"1112776376","49510914017",2026-07-21,38900,79000,38900,51,10000,1000,1563,4.90,3356,0
id,"1112776376","27160418327",2026-07-21,71800,140000,71800,49,10000,1000,1408,4.91,4420,0
id,"1112776376","52352137319",2026-07-21,21900,61500,21900,64,10000,1000,8612,4.90,22548,0
id,"1112776376","51300784899",2026-07-21,141500,275000,141500,49,10000,1000,6973,4.90,13571,0
id,"1112776376","55663250048",2026-07-21,176400,412000,176400,57,285,275,152,4.85,110,0
id,"1112776376","45202148898",2026-07-21,170400,357500,170400,52,10000,1000,3129,4.91,5534,0
id,"1112776376","45953007208",2026-07-21,38800,76000,38800,49,10000,1000,2468,4.91,8092,0
vn,"438905996","20477673172",2026-07-21,90000,120000,90000,25,789,44,85,4.94,185,0
id,"1112776376","47763275431",2026-07-21,53888,117700,53888,54,1000,1000,1015,4.91,569,0
id,"1112776376","25815711335",2026-07-21,36900,76000,36900,51,10000,1000,93610,4.85,354317,0
vn,"438905996","23184849821",2026-07-21,25000,50000,25000,50,294,83,31,4.77,57,0
vn,"438905996","23117784722",2026-07-21,105000,140000,105000,25,444,2,55,4.92,103,0
vn,"438905996","25052927410",2026-07-21,52000,52000,52000,,30,12,12,4.89,9,0
vn,"438905996","57259950354",2026-07-21,75000,85000,75000,12,122,73,23,5.00,15,0
vn,"438905996","48206797229",2026-07-21,100000,140000,100000,29,366,169,35,4.86,69,0
vn,"438905996","46764188410",2026-07-21,45000,45000,45000,,,,1,0.00,0,0
vn,"438905996","22830862149",2026-07-21,30000,40000,30000,25,2000,70,199,4.95,443,0
vn,"438905996","40157591819",2026-07-21,126000,199000,126000,37,4000,1000,323,4.95,1192,0
vn,"438905996","43357596628",2026-07-21,46000,60000,46000,23,456,89,53,4.96,92,0
vn,"438905996","21975544291",2026-07-21,81000,150000,81000,46,406,23,49,4.93,58,0
vn,"438905996","43807592371",2026-07-21,205000,300000,205000,32,272,195,16,4.93,57,0
vn,"438905996","41307588613",2026-07-21,74000,120000,74000,38,565,80,69,4.92,106,0
id,"1368540320","41854010251",2026-07-21,107450,599000,107450,82,1000,25,304,4.85,495,0
id,"1368540320","43818386633",2026-07-21,69000,800000,69000,91,10000,29,613,4.82,12454,0
id,"1368540320","43868361582",2026-07-21,99800,1296000,99800,92,8000,47,393,4.85,4592,0
id,"1368540320","48759375946",2026-07-21,91000,700000,91000,87,186,153,29,4.86,90,0
id,"1112776376","44132435032",2026-07-21,266000,266000,266000,,1,1,12,0.00,0,0
id,"1112776376","43678841200",2026-07-21,34900,71500,34900,51,10000,1000,23934,4.89,51740,0
id,"1112776376","43050856028",2026-07-21,38900,96580,38900,60,10000,1000,43394,4.88,111718,0
id,"1112776376","52350295940",2026-07-21,24900,61500,24900,60,10000,1000,28807,4.91,71789,0
id,"1112776376","44150857512",2026-07-21,66900,146000,66900,54,10000,1000,12063,4.88,33399,0
id,"1112776376","41357286968",2026-07-21,39800,77600,39800,49,10000,1000,2669,4.91,7360,0
id,"1112776376","29986754514",2026-07-21,109600,300000,109600,63,10000,1000,5220,4.90,14783,0
id,"1112776376","42657274673",2026-07-21,38901,70000,38901,44,10000,1000,3942,4.91,11892,0
id,"1112776376","26474964451",2026-07-21,63800,136000,63800,53,10000,1000,8416,4.89,23898,0
id,"1112776376","26888332624",2026-07-21,63800,136000,63800,53,10000,1000,2997,4.93,4974,0
id,"1112776376","41431071722",2026-07-21,112700,248000,112700,55,229,129,138,4.93,69,0
id,"1112776376","28288332943",2026-07-21,109600,300000,109600,63,3000,1000,615,4.91,1115,0
id,"1112776376","42382429872",2026-07-21,443000,443000,443000,,5,5,19,0.00,0,0
id,"1112776376","42415729992",2026-07-21,111400,240580,111400,54,10000,1000,2463,4.90,4851,0
id,"1112776376","48613694072",2026-07-21,357500,357500,357500,,3,3,12,0.00,0,0
id,"1112776376","28929378442",2026-07-21,77600,151200,77600,49,10000,1000,984,4.90,2667,0
vn,"213989179","49461278439",2026-07-21,34004,36960,34004,8,84,60,15,4.78,18,0
id,"809769142","20830189495",2026-07-21,97900,129000,97900,24,10000,703,56600,4.88,29734,0
id,"187405886","26356380661",2026-07-21,89000,174000,89000,49,779,5,631,4.67,267,0
vn,"289646907","41670882461",2026-07-21,183000,195000,183000,6,2000,2000,81,4.55,102,0
vn,"289646907","26233488173",2026-07-21,117000,130000,117000,10,1000,165,112,4.97,323,0
vn,"289646907","26331556808",2026-07-21,150000,150000,150000,,739,211,36,4.93,122,0
vn,"289646907","27128180756",2026-07-21,216000,216000,216000,,927,173,50,4.97,139,0
vn,"289646907","56108385268",2026-07-21,220000,220000,220000,,370,313,18,5.00,16,0
vn,"289646907","41712379566",2026-07-21,114000,120000,114000,5,1000,703,66,4.88,156,0
vn,"289646907","45810975410",2026-07-21,148000,160000,148000,8,55,39,11,4.69,16,0
vn,"289646907","51204730541",2026-07-21,205000,205000,205000,,612,178,42,4.93,82,0
vn,"289646907","24828115965",2026-07-21,82000,87000,82000,6,1000,183,20,4.92,186,0
vn,"289646907","53457449519",2026-07-21,171000,180000,171000,5,157,49,25,5.00,10,0
vn,"289646907","25784920058",2026-07-21,117000,117000,117000,,4000,2000,244,4.96,349,0
vn,"289646907","28886761728",2026-07-21,144000,144000,144000,,450,179,23,5.00,15,0
vn,"289646907","41829383225",2026-07-21,129000,144000,129000,10,229,61,45,4.90,42,0
vn,"289646907","53162629503",2026-07-21,120000,120000,120000,,302,302,3,0.00,0,0
vn,"289646907","54911472135",2026-07-21,132000,132000,132000,,321,235,46,4.93,46,0
vn,"289646907","29492921661",2026-07-21,143000,150000,143000,5,3000,1000,99,4.92,280,0
vn,"289646907","51907456940",2026-07-21,129000,136000,129000,5,317,70,55,4.93,60,0
vn,"289646907","54811285979",2026-07-21,175000,195000,175000,10,60,39,11,4.79,14,0
vn,"289646907","26408223367",2026-07-21,183000,195000,183000,6,4000,1000,325,4.94,540,0
vn,"289646907","43579391371",2026-07-21,501000,576000,506000,13,3000,2000,32,4.88,317,0
vn,"289646907","25178062720",2026-07-21,85000,90000,85000,6,4000,311,254,4.92,875,0
vn,"289646907","26052011768",2026-07-21,118000,132000,118000,11,6000,364,299,4.93,1358,0
vn,"289646907","24027869690",2026-07-21,85000,90000,85000,6,2000,140,75,4.95,358,0
vn,"289646907","41824111415",2026-07-21,143000,150000,143000,5,2000,928,89,4.86,253,0
vn,"289646907","25228640065",2026-07-21,94000,100000,94000,6,3000,108,62,4.95,687,0
vn,"289646907","23727675986",2026-07-21,136000,144000,136000,6,8000,1000,239,4.90,1284,0
vn,"289646907","56152579418",2026-07-21,183000,195000,183000,6,611,214,39,4.90,49,0
vn,"289646907","26489730581",2026-07-21,114000,120000,114000,5,750,118,41,4.87,121,0
vn,"289646907","54810955747",2026-07-21,559000,640000,564000,13,3,2,1,0.00,0,0
vn,"289646907","26912249516",2026-07-21,225000,250000,225000,10,216,10,80,4.89,46,0
vn,"289646907","43220891429",2026-07-21,195000,195000,195000,,2000,1000,19,5.00,19,0
vn,"289646907","57407453873",2026-07-21,664000,720000,669000,8,307,305,2,0.00,0,0
vn,"289646907","55707444399",2026-07-21,664000,720000,669000,8,50,46,4,5.00,1,0
vn,"289646907","55807566103",2026-07-21,150000,150000,150000,,403,357,6,5.00,7,0
vn,"289646907","57160955850",2026-07-21,559000,640000,564000,13,3,2,1,0.00,0,0
vn,"289646907","27978176232",2026-07-21,250000,250000,250000,,98,19,11,4.90,20,0
vn,"289646907","29878168813",2026-07-21,195000,195000,195000,,1000,1000,19,4.97,62,0
vn,"289646907","27331553476",2026-07-21,250000,250000,250000,,34,23,5,5.00,2,0
vn,"289646907","28044975197",2026-07-21,195000,195000,195000,,26,26,4,5.00,1,0
vn,"289646907","45751820735",2026-07-21,188000,198000,188000,5,1000,103,34,4.88,203,0
vn,"289646907","43472615588",2026-07-21,150000,150000,150000,,666,50,48,4.95,127,0
vn,"289646907","44322603844",2026-07-21,150000,150000,150000,,418,40,25,4.95,77,0
vn,"289646907","51161101482",2026-07-21,160000,160000,160000,,41,25,5,4.93,15,0
vn,"289646907","56158376123",2026-07-21,144000,144000,144000,,86,43,10,4.94,16,0
vn,"289646907","46611116293",2026-07-21,160000,160000,160000,,56,33,7,5.00,22,0
vn,"289646907","25586402460",2026-07-21,225000,250000,225000,10,267,36,73,4.93,45,0
vn,"289646907","42779834059",2026-07-21,136000,136000,136000,,52,9,6,4.56,9,0
vn,"289646907","29784689659",2026-07-21,130000,130000,130000,,316,109,13,4.98,57,0
vn,"289646907","26829112813",2026-07-21,195000,195000,195000,,601,69,18,4.97,38,0
vn,"289646907","45808391874",2026-07-21,136000,136000,136000,,266,221,7,5.00,13,0
vn,"289646907","44024261701",2026-07-21,136000,145000,136000,6,696,80,33,4.84,111,0
vn,"289646907","40205837706",2026-07-21,138000,138000,138000,,1000,62,127,4.92,280,0
vn,"289646907","29231544899",2026-07-21,220000,220000,220000,,3000,3000,43,5.00,8,0
vn,"289646907","42579332927",2026-07-21,195000,195000,195000,,109,99,5,5.00,1,0
vn,"289646907","56257443079",2026-07-21,129000,136000,129000,5,470,171,55,4.96,72,0
vn,"289646907","23459135184",2026-07-21,206000,220000,206000,6,10000,2000,567,4.93,701,0
vn,"140360136","42675914026",2026-07-21,200000,200000,200000,,479,95,11,4.93,55,0
vn,"140360136","54951171331",2026-07-21,424000,424000,424000,,19,6,6,5.00,3,0
vn,"140360136","56804649243",2026-07-21,1000000,1000000,1000000,,23,,3,5.00,4,0
vn,"140360136","49551557295",2026-07-21,388000,388000,388000,,100,96,0,5.00,2,0
vn,"140360136","47052654690",2026-07-21,519000,519000,519000,,43,8,19,5.00,6,0
vn,"140360136","56603333920",2026-07-21,840000,840000,840000,,18,11,3,5.00,1,0
vn,"140360136","50803338258",2026-07-21,840000,840000,840000,,110,107,2,0.00,0,0
vn,"140360136","52952634618",2026-07-21,742000,742000,742000,,50,42,12,5.00,1,0
vn,"1546895026","41104002530",2026-07-21,97000,100000,97000,3,10000,1000,1811,4.94,2839,0
vn,"1546895026","42453992470",2026-07-21,155000,168000,155000,8,10000,10000,213,4.95,1102,0
vn,"1546895026","42603939824",2026-07-21,96000,101000,96000,5,30000,30000,222,4.91,940,0
vn,"289646907","46207476417",2026-07-21,125000,132000,125000,5,8000,5000,1335,4.91,312,0
vn,"1546895026","43660765544",2026-07-21,258240,331000,269000,22,6000,731,155,4.96,1082,0
vn,"1546895026","40924148624",2026-07-21,170000,180000,170000,6,1000,419,178,4.98,244,0
vn,"1546895026","41961995623",2026-07-21,184000,200000,184000,8,20000,20000,431,4.96,500,0
vn,"1546895026","43553958557",2026-07-21,113000,120000,113000,6,2000,425,166,4.96,520,0
vn,"1546895026","27937455870",2026-07-21,184000,200000,184000,8,30000,20000,430,4.90,500,0
vn,"1546895026","26287413127",2026-07-21,168000,180000,168000,7,1000,1000,56,4.99,102,0
vn,"1546895026","26437445927",2026-07-21,141000,150000,141000,6,2000,1000,62,4.94,113,0
vn,"1546895026","56651801332",2026-07-21,108000,120000,108000,10,5000,4000,309,4.82,229,0
vn,"1546895026","47500854563",2026-07-21,162000,180000,162000,10,10000,9000,206,4.99,304,0
vn,"1546895026","45653530450",2026-07-21,57000,58000,57000,2,4000,3000,113,4.96,85,0
vn,"1546895026","43504006760",2026-07-21,186000,202000,186000,8,10000,10000,142,4.93,380,0
vn,"1546895026","41103967860",2026-07-21,153000,180000,153000,15,2000,374,164,4.97,379,0
vn,"1546895026","26839290942",2026-07-21,105000,116000,105000,9,3000,539,94,4.95,428,0
vn,"289646907","55601794933",2026-07-21,188000,198000,188000,5,4000,1000,74,4.86,412,0
vn,"289646907","26361847161",2026-07-21,190000,216000,190000,12,5000,325,521,4.91,1036,0
vn,"289646907","25078119874",2026-07-21,111000,117000,111000,5,10000,2000,295,4.96,628,0
vn,"289646907","47704391486",2026-07-21,180000,205000,180000,12,1000,115,160,4.90,196,0
vn,"289646907","28353888202",2026-07-21,111000,117000,111000,5,2000,549,117,4.95,436,0
vn,"289646907","45357467779",2026-07-21,206000,220000,206000,6,1000,443,137,4.96,51,0
vn,"289646907","23027666001",2026-07-21,136000,144000,136000,6,7000,243,386,4.93,1565,0
vn,"289646907","23565208439",2026-07-21,111000,117000,111000,5,2000,279,119,4.93,375,0
vn,"289646907","41853192625",2026-07-21,124000,138000,124000,10,9000,3000,609,4.93,179,0
vn,"289646907","28292038558",2026-07-21,84000,90000,84000,7,717,77,103,4.92,128,0
vn,"289646907","27168939726",2026-07-21,135000,150000,135000,10,3000,139,175,4.89,681,0
vn,"289646907","24391148394",2026-07-21,135000,150000,135000,10,2000,143,378,4.95,633,0
vn,"289646907","47660969325",2026-07-21,148000,160000,148000,8,119,98,11,4.89,27,0
vn,"289646907","22227670295",2026-07-21,129000,144000,129000,10,10000,1000,386,4.91,1520,0
vn,"289646907","25828640224",2026-07-21,94000,100000,94000,6,8000,327,251,4.96,1493,0
vn,"289646907","28702746044",2026-07-21,132000,132000,132000,,4000,324,179,4.95,849,0
vn,"289646907","22327681194",2026-07-21,110000,138000,110000,20,3000,2000,79,4.89,295,0
vn,"289646907","22327674524",2026-07-21,110000,116000,110000,5,5000,268,139,4.89,930,0
vn,"289646907","26900493910",2026-07-21,82000,87000,82000,6,2000,475,27,4.92,258,0
vn,"289646907","44112379715",2026-07-21,114000,120000,114000,5,2000,329,126,4.89,356,0
vn,"289646907","28952745890",2026-07-21,125000,132000,125000,5,5000,2000,123,4.91,159,0
vn,"289646907","25728109731",2026-07-21,82000,87000,82000,6,5000,1000,121,4.92,670,0
vn,"289646907","25578062299",2026-07-21,85000,90000,85000,6,9000,4000,279,4.92,915,0
vn,"289646907","19474514882",2026-07-21,136000,144000,136000,6,20000,1000,612,4.88,903,0
vn,"289646907","25027863990",2026-07-21,136000,144000,136000,6,10000,931,912,4.90,1446,0
vn,"289646907","44957739244",2026-07-21,132000,132000,132000,,3000,3000,60,4.94,34,0
vn,"289646907","23727659874",2026-07-21,110000,116000,110000,5,10000,1000,250,4.91,1497,0
vn,"289646907","45857464389",2026-07-21,501000,576000,506000,13,3000,2000,46,4.93,423,0
vn,"1546895026","53459274550",2026-07-21,161280,168000,161280,4,1000,1000,56,4.84,63,0
vn,"140360136","55504930342",2026-07-21,1000000,1000000,1000000,,1000,,3,4.90,231,0
vn,"140360136","46551403561",2026-07-21,136000,136000,136000,,262,97,17,4.61,31,0
vn,"1145316676","56510469171",2026-07-21,500000,500000,500000,,92,31,3,5.00,11,0
vn,"1145316676","57960464357",2026-07-21,500000,500000,500000,,138,14,0,4.86,22,0
vn,"1145316676","27884205234",2026-07-21,471000,570000,471000,17,1000,1000,140,4.85,34,0
vn,"1145316676","25811942299",2026-07-21,1507200,1900000,1570000,21,955,85,170,4.88,239,0
vn,"1145316676","27229058273",2026-07-21,670000,750000,670000,11,750,105,85,4.85,80,0
vn,"1145316676","25411944727",2026-07-21,1400000,1920000,1400000,27,668,174,271,4.91,64,0
vn,"1145316676","51407984307",2026-07-21,2090000,2490000,2090000,16,697,479,24,4.91,45,0
vn,"1145316676","29026023897",2026-07-21,500000,500000,500000,,1000,16,0,4.92,201,0
vn,"1145316676","43157122803",2026-07-21,1376000,1857600,1376000,26,6000,3000,215,4.90,462,0
vn,"1145316676","58002620314",2026-07-21,120000,150000,120000,20,481,100,72,4.79,33,0
vn,"1145316676","45951323803",2026-07-21,1220000,1500000,1220000,19,306,45,72,4.96,50,0
vn,"1145316676","57301655172",2026-07-21,1940000,2658000,2242000,27,1000,388,238,4.73,249,0
vn,"1145316676","49354539673",2026-07-21,700000,900000,700000,22,458,420,21,4.89,9,0
vn,"1145316676","24364698071",2026-07-21,500000,500000,500000,,689,385,0,4.86,70,0
vn,"1145316676","54858041814",2026-07-21,1972500,2250000,1972500,12,102,38,17,5.00,20,0
vn,"1145316676","48560929285",2026-07-21,1055000,1260000,1055000,16,37,25,19,5.00,11,0
vn,"1145316676","53358041887",2026-07-21,1335000,1500000,1335000,11,115,54,20,4.44,9,0
vn,"1145316676","56701308093",2026-07-21,1420000,1660000,1420000,14,909,281,109,4.86,101,0
vn,"1145316676","52257990316",2026-07-21,1800000,2250000,1800000,20,191,81,43,4.27,22,0
vn,"1145316676","28611884248",2026-07-21,835000,1140000,932000,27,440,352,120,4.87,15,0
vn,"1145316676","56502619005",2026-07-21,1400000,2130000,1400000,34,1000,150,183,4.97,188,0
vn,"1145316676","56654032383",2026-07-21,500000,500000,500000,,282,77,7,4.91,34,0
vn,"1145316676","53306094941",2026-07-21,158000,206400,158000,23,860,743,17,5.00,17,0
vn,"1145316676","43058340201",2026-07-21,500000,500000,500000,,254,188,4,5.00,14,0
vn,"1145316676","53562237287",2026-07-21,500000,500000,500000,,216,213,0,4.96,28,0
vn,"1145316676","25584202984",2026-07-21,500000,500000,500000,,761,447,1,4.92,110,0
vn,"1145316676","44377021220",2026-07-21,750000,1065000,750000,30,4000,3000,150,4.98,148,0
vn,"1145316676","24135901205",2026-07-21,708000,928800,708000,24,7000,3000,349,4.91,722,0
vn,"108166524","52702489216",2026-07-21,570000,580000,570000,2,1000,1000,41,4.67,33,0
vn,"108166524","50154131337",2026-07-21,252000,255000,252000,1,1000,1000,43,4.70,27,0
vn,"108166524","41276719159",2026-07-21,418000,420000,418000,1,5000,5000,23,5.00,3,0
vn,"108166524","46802504598",2026-07-21,280000,530838,280000,47,56,9,30,4.83,12,0
vn,"108166524","43677750849",2026-07-21,389000,400000,389000,3,3000,3000,68,4.81,64,0
vn,"108166524","42560708018",2026-07-21,500000,500000,500000,,10000,,79,4.93,2874,0
vn,"108166524","54702484156",2026-07-21,311000,325000,311000,4,552,505,15,5.00,11,0
vn,"108166524","45552660535",2026-07-21,359000,400000,359000,10,500,475,13,4.80,10,0
vn,"108166524","42079458258",2026-07-21,500000,500000,500000,,10000,4000,63,4.92,2156,0
vn,"108166524","54752025528",2026-07-21,340000,340000,340000,,601,567,19,5.00,11,0
vn,"108166524","57954131511",2026-07-21,337000,425000,337000,21,2000,1000,42,4.61,36,0
vn,"1145316676","26682672239",2026-07-21,81500,103200,81500,21,2000,219,155,4.96,172,0
vn,"108166524","48602045588",2026-07-21,347000,425000,347000,18,100,94,18,5.00,2,0
vn,"108166524","43526722905",2026-07-21,585000,675000,585000,13,603,543,19,5.00,2,0
vn,"108166524","45757629296",2026-07-21,500000,500000,500000,,10000,4000,80,4.90,3252,0
vn,"108166524","57051754232",2026-07-21,500000,500000,500000,,10000,4000,28,4.95,2754,0
vn,"108166524","40823006401",2026-07-21,500000,500000,500000,,30000,1,246,4.92,8957,0
vn,"1145316676","26429048596",2026-07-21,690000,830000,690000,17,1000,810,147,5.00,10,0
vn,"1145316676","24710759163",2026-07-21,748000,1100000,850000,32,785,147,344,4.93,123,0
vn,"1145316676","27611883214",2026-07-21,1318000,1772000,1500000,26,2000,372,294,4.80,449,0
vn,"1145316676","26663401389",2026-07-21,663000,886000,760000,25,5000,533,518,4.85,938,0
vn,"1145316676","24810760293",2026-07-21,1260000,1920000,1400000,34,1000,477,232,4.88,89,0
vn,"1145316676","25760757038",2026-07-21,410000,480000,410000,15,1000,211,220,4.85,269,0
vn,"1145316676","26229062943",2026-07-21,595000,750000,595000,21,908,534,94,4.85,62,0
vn,"108166524","54952020709",2026-07-21,235000,235000,235000,,1000,1000,18,4.92,25,0
vn,"140360136","53203426553",2026-07-21,180000,180000,180000,,89,71,2,5.00,3,0
vn,"1145316676","47260940318",2026-07-21,535000,630000,535000,15,96,51,33,5.00,10,0
vn,"1145316676","46857620541",2026-07-21,758400,960000,790000,21,357,258,45,5.00,16,0
vn,"1145316676","25164693944",2026-07-21,500000,500000,500000,,10,,1,5.00,1,0
vn,"1145316676","47857620474",2026-07-21,1526400,1920000,1590000,21,258,218,34,5.00,15,0
vn,"1145316676","49862259468",2026-07-21,435000,500000,500000,13,359,359,1,4.98,49,0
vn,"1145316676","42232012026",2026-07-21,3699000,5760000,4110000,36,84,84,16,0.00,0,0
vn,"1145316676","28818600640",2026-07-21,800000,800000,800000,,729,238,2,4.94,122,0
vn,"1145316676","40931076959",2026-07-21,1605000,1890000,1605000,15,14,8,22,5.00,4,0
vn,"1145316676","57906098813",2026-07-21,469000,619200,469000,24,79,49,7,3.75,4,0
vn,"1145316676","24664699345",2026-07-21,500000,500000,500000,,257,95,0,4.97,32,0
vn,"1145316676","57260472404",2026-07-21,500000,500000,500000,,,,0,0.00,0,0
vn,"1145316676","18987408217",2026-07-21,850000,850000,850000,,169,145,1,5.00,5,0
vn,"1145316676","27904398629",2026-07-21,1000000,1000000,1000000,,396,163,2,4.83,29,0
vn,"1145316676","45712795019",2026-07-21,2493000,3840000,2770000,35,153,153,14,0.00,0,0
vn,"1145316676","28844273090",2026-07-21,1226000,1710000,1408000,28,200,174,19,4.75,4,0
vn,"140360136","25211554425",2026-07-21,100000,100000,100000,,2000,12,400,4.94,466,0
vn,"140360136","29537868294",2026-07-21,106000,106000,106000,,507,125,87,4.63,87,0
vn,"140360136","24297916305",2026-07-21,98000,98000,98000,,2000,869,60,4.86,108,0
vn,"140360136","25656325171",2026-07-21,194000,194000,194000,,4000,643,242,4.64,606,0
vn,"140360136","17591957454",2026-07-21,142000,142000,142000,,8000,27,3187,4.91,3457,0
vn,"140360136","47554242165",2026-07-21,60000,60000,60000,,303,190,6,4.83,23,0
vn,"140360136","51803979562",2026-07-21,1000000,1000000,1000000,,2000,,4,4.96,504,0
vn,"140360136","24906325448",2026-07-21,194000,194000,194000,,5000,642,260,4.86,890,0
vn,"140360136","21562941614",2026-07-21,194000,194000,194000,,4000,643,955,4.82,551,0
vn,"140360136","57052640125",2026-07-21,742000,742000,742000,,61,55,6,5.00,2,0
vn,"140360136","29266899298",2026-07-21,200000,200000,200000,,1000,92,125,4.91,176,0
vn,"1145316676","47408351576",2026-07-21,2140000,2958000,2442000,28,26,8,32,5.00,2,0
vn,"1145316676","55710472577",2026-07-21,500000,500000,500000,,352,241,0,4.98,59,0
vn,"1145316676","45212804072",2026-07-21,2235200,3300000,2540000,32,,,6,0.00,0,0
vn,"1145316676","47312804000",2026-07-21,2921600,4400000,3320000,34,,,8,0.00,0,0
vn,"1145316676","28944224686",2026-07-21,316000,412800,316000,23,1000,958,13,5.00,8,0
vn,"1145316676","55708176377",2026-07-21,1280430,1875200,1561500,32,679,598,66,4.93,14,0
vn,"1145316676","24116535739",2026-07-21,500000,500000,500000,,1000,268,1,4.91,185,0
vn,"1145316676","25264697963",2026-07-21,500000,500000,500000,,250,123,0,4.85,20,0
vn,"1145316676","56060464533",2026-07-21,500000,500000,500000,,95,13,1,4.92,13,0
vn,"1145316676","55004514688",2026-07-21,240000,300000,240000,20,452,371,49,5.00,10,0
vn,"1145316676","25064692961",2026-07-21,500000,500000,500000,,226,42,0,4.93,40,0
vn,"1145316676","25014692248",2026-07-21,500000,500000,500000,,826,4,1,4.85,137,0
vn,"1145316676","27127785457",2026-07-21,500000,500000,500000,,43,11,0,4.50,8,0
vn,"1145316676","25414693248",2026-07-21,500000,500000,500000,,157,84,0,4.95,19,0
vn,"1145316676","45654540269",2026-07-21,470000,600000,470000,22,201,157,32,0.00,0,0
vn,"1145316676","51960915243",2026-07-21,2115000,2520000,2115000,16,15,11,21,5.00,3,0
vn,"1145316676","27486407238",2026-07-21,500000,500000,500000,,468,11,0,4.74,92,0
vn,"1145316676","42130599124",2026-07-21,500000,500000,500000,,1000,910,8,5.00,20,0
vn,"1145316676","56109950507",2026-07-21,2217600,2850000,2310000,22,405,369,32,4.70,10,0
vn,"1145316676","24114692449",2026-07-21,500000,500000,500000,,188,148,0,5.00,13,0
vn,"1145316676","54658185548",2026-07-21,1312000,1922000,1600000,32,151,139,24,4.67,3,0
vn,"1145316676","48808360600",2026-07-21,2058000,2864400,2360000,28,74,33,41,5.00,10,0
