shop_id,date,item_id,category_slug,category_id
1379527329,2026-07-01,28767473302,256769110,256769110
1379527329,2026-07-01,51752816901,256769111,256769111
1379527329,2026-07-01,55852808572,256769111,256769111
1379527329,2026-07-01,56752813162,256769111,256769111
1379527329,2026-07-01,48051897514,256769111,256769111
1379527329,2026-07-01,51602803213,256769111,256769111
1379527329,2026-07-01,51302813419,256769111,256769111
1379527329,2026-07-01,24987588378,256769111,256769111
1379527329,2026-07-01,28720143774,256769111,256769111
1379527329,2026-07-01,29365482743,256769113,256769113
1379527329,2026-07-01,27365465554,256769114,256769114
1379527329,2026-07-01,49163119181,256769114,256769114
1379527329,2026-07-02,28767473302,256769110,256769110
1379527329,2026-07-02,51752816901,256769111,256769111
1379527329,2026-07-02,55852808572,256769111,256769111
1379527329,2026-07-02,56752813162,256769111,256769111
1379527329,2026-07-02,51602803213,256769111,256769111
1379527329,2026-07-02,48051897514,256769111,256769111
1379527329,2026-07-02,51302813419,256769111,256769111
1379527329,2026-07-02,24987588378,256769111,256769111
1379527329,2026-07-02,28720143774,256769111,256769111
1379527329,2026-07-02,29365482743,256769113,256769113
1379527329,2026-07-02,27365465554,256769114,256769114
1379527329,2026-07-02,49163119181,256769114,256769114
1379527329,2026-07-03,28767473302,256769110,256769110
1379527329,2026-07-03,44863265062,256769110,256769110
1379527329,2026-07-03,51602803213,256769111,256769111
1379527329,2026-07-03,51752816901,256769111,256769111
1379527329,2026-07-03,48051897514,256769111,256769111
1379527329,2026-07-03,24987588378,256769111,256769111
1379527329,2026-07-03,28720143774,256769111,256769111
1379527329,2026-07-03,55852808572,256769111,256769111
1379527329,2026-07-03,56752813162,256769111,256769111
1379527329,2026-07-03,51302813419,256769111,256769111
1379527329,2026-07-03,29365482743,256769113,256769113
1379527329,2026-07-03,49163119181,256769114,256769114
1379527329,2026-07-03,27365465554,256769114,256769114
