shop_id,date,item_id,category_slug,category_id
1368540320,2026-07-01,26120309394,258485608,258485608
1368540320,2026-07-01,40067607690,258485608,258485608
1368540320,2026-07-01,28036053313,258485608,258485608
1368540320,2026-07-01,56600897084,258485608,258485608
1368540320,2026-07-01,28934445366,258485608,258485608
1368540320,2026-07-01,40004031932,258485608,258485608
1368540320,2026-07-01,50900285453,258485608,258485608
1368540320,2026-07-01,41753991537,258485608,258485608
1368540320,2026-07-01,40216847326,258530308,258530308
1368540320,2026-07-01,26120309394,258530308,258530308
1368540320,2026-07-01,42377307283,258530308,258530308
1368540320,2026-07-01,40216847326,262779957,262779957
1368540320,2026-07-01,42303994190,262779957,262779957
1368540320,2026-07-01,28036053313,262779957,262779957
1368540320,2026-07-01,42418380245,262779957,262779957
1368540320,2026-07-01,42717296336,262779957,262779957
1368540320,2026-07-01,43868361582,262779957,262779957
1368540320,2026-07-01,43818386633,262779957,262779957
1368540320,2026-07-01,40004031932,262779957,262779957
1368540320,2026-07-01,29141311734,262779957,262779957
1368540320,2026-07-01,40067607690,262780771,262780771
1368540320,2026-07-01,43317569775,262780771,262780771
1368540320,2026-07-01,40004031932,262780771,262780771
1368540320,2026-07-01,49162304776,262780771,262780771
1368540320,2026-07-01,51712602574,262780771,262780771
1368540320,2026-07-01,46662299954,262780771,262780771
1368540320,2026-07-01,40381755746,262780771,262780771
1368540320,2026-07-01,41753991537,262780771,262780771
1368540320,2026-07-01,40118761850,262780833,262780833
1368540320,2026-07-01,50903219820,262780833,262780833
1368540320,2026-07-01,56600897084,262780833,262780833
1368540320,2026-07-01,28934445366,262780833,262780833
1368540320,2026-07-01,54952247520,262781097,262781097
1368540320,2026-07-01,56600897084,262781097,262781097
1368540320,2026-07-01,28934445366,262781097,262781097
1368540320,2026-07-01,50900285453,262781097,262781097
1368540320,2026-07-01,57161987975,262782016,262782016
1368540320,2026-07-01,51162804412,262782016,262782016
1368540320,2026-07-01,54412798940,262782016,262782016
1368540320,2026-07-01,49162304776,262782016,262782016
1368540320,2026-07-01,51712602574,262782016,262782016
1368540320,2026-07-01,46662299954,262782016,262782016
1368540320,2026-07-01,40381755746,262782016,262782016
1368540320,2026-07-01,50900285453,266725540,266725540
1368540320,2026-07-01,43131681384,266725540,266725540
1368540320,2026-07-01,56810310860,266725540,266725540
1368540320,2026-07-02,26120309394,258485608,258485608
1368540320,2026-07-02,40067607690,258485608,258485608
1368540320,2026-07-02,28036053313,258485608,258485608
1368540320,2026-07-02,56600897084,258485608,258485608
1368540320,2026-07-02,28934445366,258485608,258485608
1368540320,2026-07-02,40004031932,258485608,258485608
1368540320,2026-07-02,50900285453,258485608,258485608
1368540320,2026-07-02,41753991537,258485608,258485608
1368540320,2026-07-02,40216847326,258530308,258530308
1368540320,2026-07-02,26120309394,258530308,258530308
1368540320,2026-07-02,42377307283,258530308,258530308
1368540320,2026-07-02,40216847326,262779957,262779957
1368540320,2026-07-02,42303994190,262779957,262779957
1368540320,2026-07-02,28036053313,262779957,262779957
1368540320,2026-07-02,42418380245,262779957,262779957
1368540320,2026-07-02,42717296336,262779957,262779957
1368540320,2026-07-02,43868361582,262779957,262779957
1368540320,2026-07-02,43818386633,262779957,262779957
1368540320,2026-07-02,40004031932,262779957,262779957
1368540320,2026-07-02,29141311734,262779957,262779957
1368540320,2026-07-02,40067607690,262780771,262780771
1368540320,2026-07-02,43317569775,262780771,262780771
1368540320,2026-07-02,40004031932,262780771,262780771
1368540320,2026-07-02,49162304776,262780771,262780771
1368540320,2026-07-02,51712602574,262780771,262780771
1368540320,2026-07-02,46662299954,262780771,262780771
1368540320,2026-07-02,40381755746,262780771,262780771
1368540320,2026-07-02,41753991537,262780771,262780771
1368540320,2026-07-02,40118761850,262780833,262780833
1368540320,2026-07-02,50903219820,262780833,262780833
1368540320,2026-07-02,56600897084,262780833,262780833
1368540320,2026-07-02,28934445366,262780833,262780833
1368540320,2026-07-02,54952247520,262781097,262781097
1368540320,2026-07-02,56600897084,262781097,262781097
1368540320,2026-07-02,28934445366,262781097,262781097
1368540320,2026-07-02,50900285453,262781097,262781097
1368540320,2026-07-02,57161987975,262782016,262782016
1368540320,2026-07-02,51162804412,262782016,262782016
1368540320,2026-07-02,54412798940,262782016,262782016
1368540320,2026-07-02,49162304776,262782016,262782016
1368540320,2026-07-02,51712602574,262782016,262782016
1368540320,2026-07-02,46662299954,262782016,262782016
1368540320,2026-07-02,40381755746,262782016,262782016
1368540320,2026-07-02,50900285453,266725540,266725540
1368540320,2026-07-02,43131681384,266725540,266725540
1368540320,2026-07-02,56810310860,266725540,266725540
1368540320,2026-07-03,28934445366,258485608,258485608
1368540320,2026-07-03,26120309394,258485608,258485608
1368540320,2026-07-03,40067607690,258485608,258485608
1368540320,2026-07-03,28036053313,258485608,258485608
1368540320,2026-07-03,56600897084,258485608,258485608
1368540320,2026-07-03,50900285453,258485608,258485608
1368540320,2026-07-03,40004031932,258485608,258485608
1368540320,2026-07-03,41753991537,258485608,258485608
1368540320,2026-07-03,26120309394,258530308,258530308
1368540320,2026-07-03,42377307283,258530308,258530308
1368540320,2026-07-03,40216847326,258530308,258530308
1368540320,2026-07-03,42418380245,262779957,262779957
1368540320,2026-07-03,42303994190,262779957,262779957
1368540320,2026-07-03,28036053313,262779957,262779957
1368540320,2026-07-03,42717296336,262779957,262779957
1368540320,2026-07-03,43818386633,262779957,262779957
1368540320,2026-07-03,40216847326,262779957,262779957
1368540320,2026-07-03,40004031932,262779957,262779957
1368540320,2026-07-03,29141311734,262779957,262779957
1368540320,2026-07-03,43868361582,262779957,262779957
1368540320,2026-07-03,40067607690,262780771,262780771
1368540320,2026-07-03,43317569775,262780771,262780771
1368540320,2026-07-03,51712602574,262780771,262780771
1368540320,2026-07-03,46662299954,262780771,262780771
1368540320,2026-07-03,40004031932,262780771,262780771
1368540320,2026-07-03,41753991537,262780771,262780771
1368540320,2026-07-03,40381755746,262780771,262780771
1368540320,2026-07-03,49162304776,262780771,262780771
1368540320,2026-07-03,40118761850,262780833,262780833
1368540320,2026-07-03,28934445366,262780833,262780833
1368540320,2026-07-03,56600897084,262780833,262780833
1368540320,2026-07-03,50903219820,262780833,262780833
1368540320,2026-07-03,28934445366,262781097,262781097
1368540320,2026-07-03,54952247520,262781097,262781097
1368540320,2026-07-03,56600897084,262781097,262781097
1368540320,2026-07-03,50900285453,262781097,262781097
1368540320,2026-07-03,57161987975,262782016,262782016
1368540320,2026-07-03,54412798940,262782016,262782016
1368540320,2026-07-03,51162804412,262782016,262782016
1368540320,2026-07-03,51712602574,262782016,262782016
1368540320,2026-07-03,46662299954,262782016,262782016
1368540320,2026-07-03,40381755746,262782016,262782016
1368540320,2026-07-03,49162304776,262782016,262782016
1368540320,2026-07-03,56810310860,266725540,266725540
1368540320,2026-07-03,50900285453,266725540,266725540
1368540320,2026-07-03,43131681384,266725540,266725540
